row_origin,topic,feature_id,title,implementation_status,lifecycle_stage,adr_ids,spec_ids,code_paths,doc_paths,test_paths
registry,operator,feat:middleware-extension-surface-001,Middleware extension surface,partial,active,adr:1011;adr:1041;adr:1052;adr:1054,spc:2030,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_cors_middleware.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_middleware.py,.ssot/adr/ADR-1011-security-deps-and-deps-ordering.yaml;.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/adr/ADR-1052-tigrbl-core-spec-layer-nature-and-authority.yaml;.ssot/adr/ADR-1054-middleware-extension-surface-contract.yaml;.ssot/specs/SPEC-2030-middleware-extension-surface.yaml,
registry,operator,feat:middleware-surface-auth-separation-001,Middleware and auth-surface separation,partial,active,adr:1011;adr:1041;adr:1052;adr:1054,spc:2030,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_cors_middleware.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_middleware.py,.ssot/adr/ADR-1011-security-deps-and-deps-ordering.yaml;.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/adr/ADR-1052-tigrbl-core-spec-layer-nature-and-authority.yaml;.ssot/adr/ADR-1054-middleware-extension-surface-contract.yaml;.ssot/specs/SPEC-2030-middleware-extension-surface.yaml,
registry,operator,feat:middleware-surface-builtin-catalog-001,Middleware built-in catalog boundary,partial,active,adr:1011;adr:1041;adr:1052;adr:1054,spc:2030,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_cors_middleware.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_middleware.py,.ssot/adr/ADR-1011-security-deps-and-deps-ordering.yaml;.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/adr/ADR-1052-tigrbl-core-spec-layer-nature-and-authority.yaml;.ssot/adr/ADR-1054-middleware-extension-surface-contract.yaml;.ssot/specs/SPEC-2030-middleware-extension-surface.yaml,
registry,operator,feat:middleware-surface-protocol-composition-001,Middleware protocol and composition,partial,active,adr:1011;adr:1041;adr:1052;adr:1054,spc:2030,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_cors_middleware.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_middleware.py,.ssot/adr/ADR-1011-security-deps-and-deps-ordering.yaml;.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/adr/ADR-1052-tigrbl-core-spec-layer-nature-and-authority.yaml;.ssot/adr/ADR-1054-middleware-extension-surface-contract.yaml;.ssot/specs/SPEC-2030-middleware-extension-surface.yaml,
registry,operator,feat:middleware-surface-public-projection-001,Middleware public projection,partial,active,adr:1011;adr:1041;adr:1052;adr:1054,spc:2030,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_cors_middleware.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_middleware.py,.ssot/adr/ADR-1011-security-deps-and-deps-ordering.yaml;.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/adr/ADR-1052-tigrbl-core-spec-layer-nature-and-authority.yaml;.ssot/adr/ADR-1054-middleware-extension-surface-contract.yaml;.ssot/specs/SPEC-2030-middleware-extension-surface.yaml,
registry,operator,feat:middlewarespec-protocol-001,MiddlewareSpec protocol,partial,active,adr:1003;adr:1052,spc:2025,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_cors_middleware.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_middleware.py,.ssot/adr/ADR-1003-spec-first-authoritative-spec-layer.yaml;.ssot/adr/ADR-1052-tigrbl-core-spec-layer-nature-and-authority.yaml;.ssot/specs/SPEC-2025-tigrbl-core-spec-private-and-public-export-surface.yaml,
registry,operator,feat:mount-static-helper-surface-001,mount_static helper surface,partial,active,adr:1057,spc:2040,pkgs/core/tigrbl_concrete/tigrbl_concrete/system/static.py,.ssot/adr/ADR-1057-static-files-surface-contract.yaml;.ssot/specs/SPEC-2040-static-files-surface.yaml,
registry,operator,feat:multipart-form-preservation-001,Multipart form preservation,partial,active,adr:1041,spc:2020,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_request.py,.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/specs/SPEC-2020-operator-surface-framing-and-multipart-semantics.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase7_operator_surface_closure.py
registry,operator,feat:operator-surface-framing-semantics-001,Operator-surface framing and multipart semantics,partial,active,adr:1041,spc:2020,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_request.py,.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/specs/SPEC-2020-operator-surface-framing-and-multipart-semantics.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase7_operator_surface_closure.py
registry,operator,feat:operator-surface-smoke-runtime-parity-001,Operator-surface smoke/runtime parity,partial,active,adr:1041,spc:2020,,.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/specs/SPEC-2020-operator-surface-framing-and-multipart-semantics.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase7_operator_surface_closure.py
registry,operator,feat:plaintextresponse-concrete-response-class-001,PlainTextResponse concrete response class,partial,active,adr:1041;adr:1058,spc:2041,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_event_stream_response.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_response.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_streaming_response.py,.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/adr/ADR-1058-concrete-response-type-surface-boundary.yaml;.ssot/specs/SPEC-2041-concrete-response-type-surface.yaml,
registry,operator,feat:redirectresponse-concrete-response-class-001,RedirectResponse concrete response class,partial,active,adr:1041;adr:1058,spc:2041,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_event_stream_response.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_response.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_streaming_response.py,.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/adr/ADR-1058-concrete-response-type-surface-boundary.yaml;.ssot/specs/SPEC-2041-concrete-response-type-surface.yaml,
registry,operator,feat:response-concrete-response-class-001,Response concrete response class,partial,active,adr:1041;adr:1058,spc:2041,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_event_stream_response.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_response.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_streaming_response.py,.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/adr/ADR-1058-concrete-response-type-surface-boundary.yaml;.ssot/specs/SPEC-2041-concrete-response-type-surface.yaml,
registry,operator,feat:responsespec-contract-001,ResponseSpec contract,partial,active,adr:1003;adr:1052,spc:2025,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_event_stream_response.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_response.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_streaming_response.py,.ssot/adr/ADR-1003-spec-first-authoritative-spec-layer.yaml;.ssot/adr/ADR-1052-tigrbl-core-spec-layer-nature-and-authority.yaml;.ssot/specs/SPEC-2025-tigrbl-core-spec-private-and-public-export-surface.yaml,
registry,operator,feat:sse-event-framing-001,SSE event framing,partial,active,adr:1041,spc:2020,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_event_stream_response.py,.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/specs/SPEC-2020-operator-surface-framing-and-multipart-semantics.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase7_operator_surface_closure.py
registry,operator,feat:static-files-surface-001,Static files surface,partial,active,adr:1057,spc:2040,pkgs/core/tigrbl_concrete/tigrbl_concrete/system/static.py,.ssot/adr/ADR-1057-static-files-surface-contract.yaml;.ssot/specs/SPEC-2040-static-files-surface.yaml,
registry,operator,feat:stream-chunk-order-preservation-001,Stream chunk order preservation,partial,active,adr:1041,spc:2020,,.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/specs/SPEC-2020-operator-surface-framing-and-multipart-semantics.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase7_operator_surface_closure.py
registry,operator,feat:streamingresponse-concrete-stream-class-001,StreamingResponse concrete stream class,partial,active,adr:1041;adr:1058,spc:2020;spc:2041,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_event_stream_response.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_response.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_streaming_response.py,.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/adr/ADR-1058-concrete-response-type-surface-boundary.yaml;.ssot/specs/SPEC-2020-operator-surface-framing-and-multipart-semantics.yaml;.ssot/specs/SPEC-2041-concrete-response-type-surface.yaml,
registry,operator,feat:transportresponse-concrete-response-class-001,TransportResponse concrete response class,absent,active,adr:1041;adr:1058,spc:2041,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_event_stream_response.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_response.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_streaming_response.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_mapping/model.py;pkgs/core/tigrbl_kernel/tigrbl_kernel/_compile.py;pkgs/core/tigrbl_kernel/tigrbl_kernel/models.py;pkgs/core/tigrbl_runtime/tigrbl_runtime/executors/packed.py,.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/adr/ADR-1058-concrete-response-type-surface-boundary.yaml;.ssot/specs/SPEC-2041-concrete-response-type-surface.yaml,
registry,operator,feat:uploaded-file-runtime-contract-001,Uploaded file runtime contract,partial,active,adr:1041,spc:2020,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_request.py,.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/specs/SPEC-2020-operator-surface-framing-and-multipart-semantics.yaml,pkgs/core/tigrbl_tests/tests/unit/test_phase7_operator_surface_closure.py
registry,operator,feat:websocket-concrete-runtime-class-001,WebSocket concrete runtime class,partial,active,adr:1041,spc:2020,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_websocket.py,.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/specs/SPEC-2020-operator-surface-framing-and-multipart-semantics.yaml,
matrix_extra_operator,operator,matrix:operator-page:cookies-and-streaming,Operator page — cookies and streaming,matrix_extra,matrix_extra,adr:1041;adr:1058,spc:2020;spc:2041,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_response.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_streaming_response.py,.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/adr/ADR-1058-concrete-response-type-surface-boundary.yaml;.ssot/specs/SPEC-2020-operator-surface-framing-and-multipart-semantics.yaml;.ssot/specs/SPEC-2041-concrete-response-type-surface.yaml;docs/developer/operator/cookies-and-streaming.md,pkgs/core/tigrbl_tests/tests/unit/test_phase7_operator_surface_closure.py;pkgs/core/tigrbl_tests/tests/unit/test_phase7_operator_surface_docs_parity.py
matrix_extra_operator,operator,matrix:operator-page:docs-ui,Operator page — docs UI,matrix_extra,matrix_extra,adr:1040,spc:2010,pkgs/core/tigrbl/tigrbl/system/docs/__init__.py;pkgs/core/tigrbl/tigrbl/system/docs/lens.py;pkgs/core/tigrbl/tigrbl/system/docs/openapi/mount.py;pkgs/core/tigrbl/tigrbl/system/docs/openrpc.py;pkgs/core/tigrbl/tigrbl/system/docs/swagger.py,.ssot/adr/ADR-1040-docs-ui-contract.yaml;.ssot/specs/SPEC-2010-documentation-support.yaml;docs/developer/CLI_REFERENCE.md;docs/developer/operator/docs-ui.md,pkgs/core/tigrbl_tests/tests/i9n/test_mountable_lens_uvicorn.py;pkgs/core/tigrbl_tests/tests/i9n/test_mountable_openapi_uvicorn.py;pkgs/core/tigrbl_tests/tests/i9n/test_mountable_openrpc_uvicorn.py;pkgs/core/tigrbl_tests/tests/i9n/test_mountable_swagger_uvicorn.py;pkgs/core/tigrbl_tests/tests/unit/test_jsonrpc_openrpc.py;pkgs/core/tigrbl_tests/tests/unit/test_phase7_operator_surface_docs_parity.py
matrix_extra_operator,operator,matrix:operator-page:forms-and-uploads,Operator page — forms and uploads,matrix_extra,matrix_extra,adr:1041,spc:2020,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_request.py,.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/specs/SPEC-2020-operator-surface-framing-and-multipart-semantics.yaml;docs/developer/operator/forms-and-uploads.md,pkgs/core/tigrbl_tests/tests/unit/test_phase7_operator_surface_closure.py;pkgs/core/tigrbl_tests/tests/unit/test_phase7_operator_surface_docs_parity.py
matrix_extra_operator,operator,matrix:operator-page:middleware-catalog,Operator page — middleware catalog,matrix_extra,matrix_extra,adr:1041;adr:1054,spc:2030,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_cors_middleware.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_middleware.py,.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/adr/ADR-1054-middleware-extension-surface-contract.yaml;.ssot/specs/SPEC-2030-middleware-extension-surface.yaml;docs/developer/operator/middleware-catalog.md,pkgs/core/tigrbl_tests/tests/unit/test_middleware_http_and_cors.py;pkgs/core/tigrbl_tests/tests/unit/test_phase7_operator_surface_docs_parity.py
matrix_extra_operator,operator,matrix:operator-page:static-files,Operator page — static files,matrix_extra,matrix_extra,adr:1041;adr:1057,spc:2040,pkgs/core/tigrbl_concrete/tigrbl_concrete/system/static.py,.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/adr/ADR-1057-static-files-surface-contract.yaml;.ssot/specs/SPEC-2040-static-files-surface.yaml;docs/developer/operator/static-files.md,pkgs/core/tigrbl_tests/tests/unit/test_phase7_operator_surface_closure.py;pkgs/core/tigrbl_tests/tests/unit/test_phase7_operator_surface_docs_parity.py
matrix_extra_operator,operator,matrix:operator-page:websockets-and-sse,Operator page — websockets and SSE,matrix_extra,matrix_extra,adr:1006;adr:1041;adr:1058,spc:2007;spc:2020;spc:2041,pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_event_stream_response.py;pkgs/core/tigrbl_concrete/tigrbl_concrete/_concrete/_websocket.py,.ssot/adr/ADR-1006-protocol-binding-model.yaml;.ssot/adr/ADR-1041-operator-surface-boundary.yaml;.ssot/adr/ADR-1058-concrete-response-type-surface-boundary.yaml;.ssot/specs/SPEC-2007-transport-mapping-conformance.yaml;.ssot/specs/SPEC-2020-operator-surface-framing-and-multipart-semantics.yaml;.ssot/specs/SPEC-2041-concrete-response-type-surface.yaml;docs/developer/operator/websockets-and-sse.md,pkgs/core/tigrbl_tests/tests/unit/test_phase7_operator_surface_closure.py;pkgs/core/tigrbl_tests/tests/unit/test_phase7_operator_surface_docs_parity.py
matrix_extra_profile,operator-profile,matrix:operator-profile:static-origin,Operator profile — static-origin,matrix_extra,matrix_extra,adr:1039;adr:1041,,pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1039-cli-contract-and-server-selection-contract.yaml;.ssot/adr/ADR-1041-operator-surface-boundary.yaml;docs/developer/CLI_REFERENCE.md;docs/developer/operator/profiles/static-origin.md,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_cmds.py;pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py;tools/ci/tests/test_phase6_tigrcorn_hardening.py
matrix_extra_profile,operator-profile,matrix:operator-profile:strict-h1-origin,Operator profile — strict-h1-origin,matrix_extra,matrix_extra,adr:1039;adr:1041,,pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1039-cli-contract-and-server-selection-contract.yaml;.ssot/adr/ADR-1041-operator-surface-boundary.yaml;docs/developer/CLI_REFERENCE.md;docs/developer/operator/profiles/strict-h1-origin.md,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_cmds.py;pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py;tools/ci/tests/test_phase6_tigrcorn_hardening.py
matrix_extra_profile,operator-profile,matrix:operator-profile:strict-h2-origin,Operator profile — strict-h2-origin,matrix_extra,matrix_extra,adr:1039;adr:1041,,pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1039-cli-contract-and-server-selection-contract.yaml;.ssot/adr/ADR-1041-operator-surface-boundary.yaml;docs/developer/CLI_REFERENCE.md;docs/developer/operator/profiles/strict-h2-origin.md,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_cmds.py;pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py;tools/ci/tests/test_phase6_tigrcorn_hardening.py
matrix_extra_profile,operator-profile,matrix:operator-profile:strict-h3-edge,Operator profile — strict-h3-edge,matrix_extra,matrix_extra,adr:1039;adr:1041,,pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1039-cli-contract-and-server-selection-contract.yaml;.ssot/adr/ADR-1041-operator-surface-boundary.yaml;docs/developer/CLI_REFERENCE.md;docs/developer/operator/profiles/strict-h3-edge.md,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_cmds.py;pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py;tools/ci/tests/test_phase6_tigrcorn_hardening.py
matrix_extra_profile,operator-profile,matrix:operator-profile:strict-mtls-origin,Operator profile — strict-mtls-origin,matrix_extra,matrix_extra,adr:1039;adr:1041,,pkgs/core/tigrbl/tigrbl/cli.py,.ssot/adr/ADR-1039-cli-contract-and-server-selection-contract.yaml;.ssot/adr/ADR-1041-operator-surface-boundary.yaml;docs/developer/CLI_REFERENCE.md;docs/developer/operator/profiles/strict-mtls-origin.md,pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_cmds.py;pkgs/core/tigrbl_tests/tests/unit/test_phase8_cli_srv.py;tools/ci/tests/test_phase6_tigrcorn_hardening.py
registry,other,feat:aliasbase-contract-001,AliasBase contract,partial,active,adr:1002;adr:1053,spc:2026,,.ssot/adr/ADR-1002-package-dag-and-ownership.yaml;.ssot/adr/ADR-1053-tigrbl-base-layer-nature-and-authority.yaml;.ssot/specs/SPEC-2026-tigrbl-base-private-and-public-export-surface.yaml,
registry,other,feat:aliasspec-contract-001,AliasSpec contract,partial,active,adr:1003;adr:1052,spc:2025,,.ssot/adr/ADR-1003-spec-first-authoritative-spec-layer.yaml;.ssot/adr/ADR-1052-tigrbl-core-spec-layer-nature-and-authority.yaml;.ssot/specs/SPEC-2025-tigrbl-core-spec-private-and-public-export-surface.yaml,
registry,other,feat:analytical-family-membership-freeze-001,Analytical family membership freeze,partial,active,adr:1001;adr:1013;adr:1015;adr:1049;adr:1052,spc:2022;spc:2029,,.ssot/adr/ADR-1001-one-semantic-op-model.yaml;.ssot/adr/ADR-1013-default-canonical-oltp-ops.yaml;.ssot/adr/ADR-1015-engine-interoperability-contract.yaml;.ssot/adr/ADR-1049-canonical-non-oltp-verb-families.yaml;.ssot/adr/ADR-1052-tigrbl-core-spec-layer-nature-and-authority.yaml;.ssot/specs/SPEC-2022-canonical-analytical-verb-family.yaml;.ssot/specs/SPEC-2029-op-extension-surface.yaml,
registry,other,feat:appbase-contract-001,AppBase contract,partial,active,adr:1002;adr:1053,spc:2026,,.ssot/adr/ADR-1002-package-dag-and-ownership.yaml;.ssot/adr/ADR-1053-tigrbl-base-layer-nature-and-authority.yaml;.ssot/specs/SPEC-2026-tigrbl-base-private-and-public-export-surface.yaml,
registry,other,feat:appbase-public-projection-001,AppBase public projection,partial,active,adr:1002;adr:1053,spc:2026,,.ssot/adr/ADR-1002-package-dag-and-ownership.yaml;.ssot/adr/ADR-1053-tigrbl-base-layer-nature-and-authority.yaml;.ssot/specs/SPEC-2026-tigrbl-base-private-and-public-export-surface.yaml,
registry,other,feat:appspec-contract-001,AppSpec contract,partial,active,adr:1003;adr:1052,spc:2025,,.ssot/adr/ADR-1003-spec-first-authoritative-spec-layer.yaml;.ssot/adr/ADR-1052-tigrbl-core-spec-layer-nature-and-authority.yaml;.ssot/specs/SPEC-2025-tigrbl-core-spec-private-and-public-export-surface.yaml,
registry,other,feat:appspec-harness-uvicorn-e2e-parity-001,AppSpec and harness Uvicorn E2E parity,partial,active,adr:1031,spc:2011,,.ssot/adr/ADR-1031-appspec-harness-and-uvicorn-projections-preserve-canonical-outcomes.yaml;.ssot/specs/SPEC-2011-appspec-harness-uvicorn-parity.yaml,
registry,other,feat:appspec-imperative-plan-parity-001,AppSpec and imperative plan parity,partial,active,adr:1031,spc:2011,,.ssot/adr/ADR-1031-appspec-harness-and-uvicorn-projections-preserve-canonical-outcomes.yaml;.ssot/specs/SPEC-2011-appspec-harness-uvicorn-parity.yaml,
registry,other,feat:attrdict-contract-001,AttrDict contract,partial,active,adr:1002;adr:1053,spc:2026,,.ssot/adr/ADR-1002-package-dag-and-ownership.yaml;.ssot/adr/ADR-1053-tigrbl-base-layer-nature-and-authority.yaml;.ssot/specs/SPEC-2026-tigrbl-base-private-and-public-export-surface.yaml,
registry,other,feat:bind-helper-surface-001,bind helper surface,partial,active,adr:1002;adr:1046;adr:1047;adr:1052;adr:1053,spc:2042,,.ssot/adr/ADR-1002-package-dag-and-ownership.yaml;.ssot/adr/ADR-1046-endpoint-keyed-multiplexed-transport-bindings.yaml;.ssot/adr/ADR-1047-kernelplan-owned-transport-dispatch.yaml;.ssot/adr/ADR-1052-tigrbl-core-spec-layer-nature-and-authority.yaml;.ssot/adr/ADR-1053-tigrbl-base-layer-nature-and-authority.yaml;.ssot/specs/SPEC-2042-tigrbl-helper-facade-surface.yaml,
registry,other,feat:bindingbase-contract-001,BindingBase contract,partial,active,adr:1002;adr:1053,spc:2026,,.ssot/adr/ADR-1002-package-dag-and-ownership.yaml;.ssot/adr/ADR-1053-tigrbl-base-layer-nature-and-authority.yaml;.ssot/specs/SPEC-2026-tigrbl-base-private-and-public-export-surface.yaml,
registry,other,feat:bindingregistrybase-contract-001,BindingRegistryBase contract,partial,active,adr:1002;adr:1053,spc:2026,,.ssot/adr/ADR-1002-package-dag-and-ownership.yaml;.ssot/adr/ADR-1053-tigrbl-base-layer-nature-and-authority.yaml;.ssot/specs/SPEC-2026-tigrbl-base-private-and-public-export-surface.yaml,
registry,other,feat:bindingregistryspec-contract-001,BindingRegistrySpec contract,partial,active,adr:1003;adr:1052,spc:2025,,.ssot/adr/ADR-1003-spec-first-authoritative-spec-layer.yaml;.ssot/adr/ADR-1052-tigrbl-core-spec-layer-nature-and-authority.yaml;.ssot/specs/SPEC-2025-tigrbl-core-spec-private-and-public-export-surface.yaml,
registry,other,feat:bootstrap-dbschema-runtime-surface-001,bootstrap_dbschema runtime surface,partial,active,adr:1015;adr:1055,spc:2031;spc:2032,,.ssot/adr/ADR-1015-engine-interoperability-contract.yaml;.ssot/adr/ADR-1055-ddl-surface-ownership-and-initialization-boundary.yaml;.ssot/specs/SPEC-2031-database-schema-surface.yaml;.ssot/specs/SPEC-2032-ddl-surface.yaml,
registry,other,feat:bootstrappable-table-mixin-001,Bootstrappable table mixin,partial,active,adr:1053;adr:1055;adr:1056,spc:2038;spc:2039,,.ssot/adr/ADR-1053-tigrbl-base-layer-nature-and-authority.yaml;.ssot/adr/ADR-1055-ddl-surface-ownership-and-initialization-boundary.yaml;.ssot/adr/ADR-1056-table-mixins-and-bootstrappable-defaults.yaml;.ssot/specs/SPEC-2038-table-mixins-surface.yaml;.ssot/specs/SPEC-2039-bootstrappable-table-orm-mixin-defaults-and-seeding.yaml,
registry,other,feat:build-handlers-helper-surface-001,build_handlers helper surface,partial,active,adr:1001;adr:1002;adr:1013;adr:1015;adr:1046;adr:1047;adr:1049;adr:1052;adr:1053,spc:2029;spc:2042,,.ssot/adr/ADR-1001-one-semantic-op-model.yaml;.ssot/adr/ADR-1002-package-dag-and-ownership.yaml;.ssot/adr/ADR-1013-default-canonical-oltp-ops.yaml;.ssot/adr/ADR-1015-engine-interoperability-contract.yaml;.ssot/adr/ADR-1046-endpoint-keyed-multiplexed-transport-bindings.yaml;.ssot/adr/ADR-1047-kernelplan-owned-transport-dispatch.yaml;.ssot/adr/ADR-1049-canonical-non-oltp-verb-families.yaml;.ssot/adr/ADR-1052-tigrbl-core-spec-layer-nature-and-authority.yaml;.ssot/adr/ADR-1053-tigrbl-base-layer-nature-and-authority.yaml;.ssot/specs/SPEC-2029-op-extension-surface.yaml;.ssot/specs/SPEC-2042-tigrbl-helper-facade-surface.yaml,
registry,other,feat:build-schemas-helper-surface-001,build_schemas helper surface,partial,active,adr:1002;adr:1046;adr:1047;adr:1052;adr:1053;adr:1055,spc:2031;spc:2042,,.ssot/adr/ADR-1002-package-dag-and-ownership.yaml;.ssot/adr/ADR-1046-endpoint-keyed-multiplexed-transport-bindings.yaml;.ssot/adr/ADR-1047-kernelplan-owned-transport-dispatch.yaml;.ssot/adr/ADR-1052-tigrbl-core-spec-layer-nature-and-authority.yaml;.ssot/adr/ADR-1053-tigrbl-base-layer-nature-and-authority.yaml;.ssot/adr/ADR-1055-ddl-surface-ownership-and-initialization-boundary.yaml;.ssot/specs/SPEC-2031-database-schema-surface.yaml;.ssot/specs/SPEC-2042-tigrbl-helper-facade-surface.yaml,
registry,other,feat:canonical-analytical-ops-001,Canonical analytical verb family,partial,active,adr:1001;adr:1013;adr:1015;adr:1049;adr:1052,spc:2022;spc:2029,,.ssot/adr/ADR-1001-one-semantic-op-model.yaml;.ssot/adr/ADR-1013-default-canonical-oltp-ops.yaml;.ssot/adr/ADR-1015-engine-interoperability-contract.yaml;.ssot/adr/ADR-1049-canonical-non-oltp-verb-families.yaml;.ssot/adr/ADR-1052-tigrbl-core-spec-layer-nature-and-authority.yaml;.ssot/specs/SPEC-2022-canonical-analytical-verb-family.yaml;.ssot/specs/SPEC-2029-op-extension-surface.yaml,
registry,other,feat:canonical-datatype-catalog-semantic-center-001,Canonical datatype catalog and semantic center,partial,active,adr:1003;adr:1052,spc:2025,.github/workflows/next-target-datatypes.yml;crates/tigrbl_rs_spec/src/datatypes/;pkgs/core/tigrbl_core/tests/test_semantic_datatype_core.py;pkgs/core/tigrbl_core/tigrbl_core/_spec/datatypes.py,.ssot/adr/ADR-1003-spec-first-authoritative-spec-layer.yaml;.ssot/adr/ADR-1052-tigrbl-core-spec-layer-nature-and-authority.yaml;.ssot/specs/SPEC-2025-tigrbl-core-spec-private-and-public-export-surface.yaml;certification/claims/target.yaml;certification/targets/next_target.yaml;docs/conformance/NEXT_TARGETS.md,crates/tigrbl_rs_spec/tests/spec_contract.rs;pkgs/core/tigrbl_core/tests/test_semantic_datatype_core.py
